epoch,train_loss,eval_loss,eval_top1,eval_top5,lr
0,6.839356422424316,6.835062144622802,0.398,1.928,1e-05
1,6.59870719909668,6.573611044464111,1.3599999999809265,4.960000001373291,0.000108
2,6.438102722167969,6.2039341879272465,3.271999998931885,10.241999996948243,0.000206
3,6.300530433654785,5.712406155395508,7.322000006103516,19.480000010986327,0.000304
4,6.138927459716797,5.273707048797608,11.972000001220703,27.90000001586914,0.000402
5,5.9692559242248535,4.910951838684082,16.3660000012207,34.87999999511719,0.0004996573836886434
6,5.796566009521484,4.476369243011475,21.08200002441406,41.966,0.0004995066821070679
7,5.6494927406311035,4.022255048980713,26.06600002807617,48.68399997314453,0.0004993286193061145
8,5.524468898773193,3.6135644633483888,30.776000008544923,54.88600000488281,0.0004991232148123761
9,5.427759170532227,3.28847265335083,35.05200001586914,59.48599999267578,0.00049889049115077
10,5.341477394104004,3.064678921203613,37.95600000366211,62.846000009765625,0.0004986304738420684
11,5.274326324462891,2.868191574935913,40.957999995117184,65.794,0.000498343191400099
12,5.204331398010254,2.7258467301940916,43.021999993896486,67.99999999755859,0.0004980286753286195
13,5.1426239013671875,2.6034071043395994,45.01399999145508,69.93400002197265,0.0004976869601178609
14,5.086881637573242,2.498315022354126,46.75799997802734,71.71399999511719,0.0004973180832407472
15,5.041421890258789,2.407649093132019,48.26799997680664,73.08400003173828,0.0004969220851487844
16,4.998776435852051,2.332362143096924,49.579999975585935,74.34000003417968,0.0004964990092676262
17,4.9505486488342285,2.2619296708679197,51.030000002441405,75.3020000024414,0.0004960489019923105
18,4.924162864685059,2.2117458514785766,51.90799999633789,76.33200002441406,0.0004955718126821722
19,4.881977081298828,2.163849304771423,52.86399997558594,77.07200002685546,0.0004950677936554305
20,4.853429317474365,2.120739853515625,53.753999993896485,77.81199999755859,0.0004945369001834514
21,4.819486141204834,2.0661265496826173,54.62400001464844,78.4680000390625,0.0004939791904846869
22,4.788692474365234,2.025622116127014,55.3239999987793,79.1780000415039,0.0004933947257182901
23,4.757432460784912,1.984744599685669,56.122000014648435,79.70999999023438,0.000492783569977409
24,4.737617492675781,1.948686159324646,56.817999987792966,80.3819999609375,0.0004921457902821578
25,4.721171855926514,1.909131420402527,57.47800000976562,80.7959999609375,0.0004914814565722671
26,4.69596004486084,1.8861667421722412,57.91400000732422,81.28000001464844,0.0004907906416994146
27,4.6721272468566895,1.8653106168365479,58.40600000488281,81.60200000976562,0.0004900734214192358
28,4.650032043457031,1.8437774757385255,58.91400003173828,81.96800003417968,0.0004893298743830168
29,4.6316633224487305,1.8235024340820312,59.38999997802734,82.42599998779296,0.0004885600821290692
30,4.612171649932861,1.8025497649002076,59.77200000488281,82.63400000732422,0.0004877641290737884
31,4.598182678222656,1.7819177568054199,60.24800001464844,83.0400000024414,0.00048694210250239646
32,4.5809431076049805,1.7543967066574098,60.75600001220703,83.25999997802734,0.00048609409255937034
33,4.5619049072265625,1.7393929907989503,61.126000009765626,83.61000003417969,0.0004852201922385564
34,4.548656463623047,1.715310343322754,61.46799999755859,83.82799997802735,0.0004843204973729729
35,4.537679195404053,1.713776943206787,61.402000002441405,83.95200000488282,0.00048339510662430044
36,4.523317813873291,1.6870208296966553,62.15200000976562,84.32000003173827,0.00048244412147206283
37,4.511595726013184,1.6793134350967407,62.35800000244141,84.51799997802735,0.0004814676462024987
38,4.492833137512207,1.6629459985351562,62.718000009765625,84.69399998046875,0.00048046578789712516
39,4.48073148727417,1.6433343798446656,62.86400000244141,84.87199997558594,0.00047943865642099525
40,4.4664835929870605,1.6371841352844239,63.073999997558595,85.05600002685547,0.0004783863644106502
41,4.451808929443359,1.6219176040649415,63.299999997558594,85.2100000024414,0.00047730902726176715
42,4.435708999633789,1.6162660168075562,63.58200000732422,85.4039999975586,0.0004762067631165049
43,4.441028118133545,1.6071162298202515,63.72799997802734,85.592,0.0004750796928505484
44,4.413504123687744,1.594355297164917,64.05400002441407,85.76999995117187,0.0004739279400598532
45,4.395141124725342,1.5768556926727295,64.55400000244141,86.0880000024414,0.00047275163104709196
46,4.384620666503906,1.5616597521209716,64.65,86.29399997802734,0.00047155089480780364
47,4.378213882446289,1.551005078163147,64.75400000488281,86.38800002441407,0.00047032586301624804
48,4.356400489807129,1.5429636367797852,64.85600000732421,86.49600005126953,0.0004690766700109659
49,4.349691867828369,1.525811936416626,65.37599996826172,86.638,0.0004678034527800474
50,4.342484474182129,1.5169581630325317,65.38599999267578,86.81200004882812,0.0004665063509461097
51,4.335794448852539,1.5104894124221802,65.55600001953125,86.93799997314453,0.0004651855067509859
52,4.324217319488525,1.5027131430816651,65.70399999267578,87.06399999267578,0.0004638410650401267
53,4.322948932647705,1.4963850499725342,66.0259999584961,87.10800001953125,0.000462473173246716
54,4.3062286376953125,1.4851786388778687,66.04399998779297,87.32200001464844,0.00046108198137550377
55,4.304340362548828,1.486767169189453,66.21199998779296,87.22399998779296,0.00045966764198635603
56,4.293140888214111,1.4775093774032593,66.39000000488281,87.32999999755859,0.00045823031017752484
57,4.286413192749023,1.4654209020233153,66.62999998046875,87.45799999511719,0.00045677014356864043
58,4.28439474105835,1.4575919235229493,66.77200000732422,87.6360000415039,0.000455287302283426
59,4.2794904708862305,1.453930467643738,66.81600001464844,87.63399999023437,0.00045378194893213854
60,4.268117904663086,1.4502550896453859,67.02400002197265,87.69800001953125,0.0004522542485937369
61,4.262193202972412,1.4432607662582397,67.11600001220702,87.85199997070312,0.0004507043687977787
62,4.253922939300537,1.4466783249664306,67.08199999267578,87.84600001464844,0.00044913247950604905
63,4.2401323318481445,1.4371078339767456,67.14199998779297,88.0079999975586,0.00044753875309392255
64,4.24162483215332,1.4416214754867553,67.21800001220703,87.91999996337891,0.00044592336433145995
65,4.2376298904418945,1.4303738682556153,67.37999998779297,88.15800000976563,0.0004442864903642427
66,4.230511665344238,1.4255707139587401,67.45199998291015,88.1359999609375,0.0004426283106939473
67,4.227748870849609,1.425132617454529,67.62799999023437,88.19400000976563,0.0004409490071586606
68,4.224325180053711,1.4190211201095582,67.60999999511719,88.32600001464844,0.0004392487639129391
69,4.218495845794678,1.4184858025360108,67.74599996826171,88.42000001464844,0.0004375277674076149
70,4.21223258972168,1.3990798889160156,67.7959999584961,88.32600001220703,0.0004357862063693486
71,4.205616474151611,1.3912142934417724,67.93599999267578,88.48599999023438,0.0004340242717799336
72,4.207818031311035,1.3931084788513184,68.07200001220703,88.42599998779296,0.00043224215685535287
73,4.196588516235352,1.3929944729614259,68.12400001464843,88.52200000976562,0.00043044005702459054
74,4.193188190460205,1.3951114293289184,68.12199998535156,88.48999998535156,0.00042861816990820087
75,4.194068908691406,1.3893478270339965,68.20999999023438,88.57599998779297,0.00042677669529663686
76,4.189031600952148,1.388762421989441,68.22200001220703,88.7639999609375,0.0004249158351283414
77,4.178338050842285,1.3779135723114013,68.42200002441406,88.69999998535157,0.00042303579346760167
78,4.1807756423950195,1.3824864561080932,68.52800003417968,88.74800000976562,0.0004211367764821722
79,4.171795845031738,1.3868047102355956,68.42799998046875,88.70799998535156,0.0004192189924206652
80,4.173746585845947,1.3784493612289428,68.51799999023437,88.83600000976563,0.0004172826515897146
